target,selection,crossbreed,mutation,prob,survival,generations,MSE,triangles,population_size,time
.\test_images\emoji.png,tournament-probabilistic,one-point,single,0.1,exclusive,2000,2427.1787,20,10,29.3009
.\test_images\emoji.png,tournament-probabilistic,one-point,single,0.1,exclusive,2000,1754.1094,20,20,30.1952
.\test_images\emoji.png,tournament-probabilistic,one-point,single,0.5,additive,2000,876.0479,20,10,31.3621
.\test_images\emoji.png,tournament-probabilistic,one-point,single,0.5,exclusive,2000,1570.6195,20,10,31.5732
.\test_images\emoji.png,tournament-probabilistic,one-point,single,0.5,additive,2000,855.0330,20,20,57.0075
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.01,exclusive,2000,2157.2373,20,10,50.8385
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.01,additive,2000,732.0773,20,10,52.3426
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.1,additive,2000,1337.2400,20,10,51.5577
.\test_images\emoji.png,tournament-probabilistic,one-point,single,0.5,exclusive,2000,1245.7301,20,20,56.1682
.\test_images\emoji.png,tournament-probabilistic,one-point,single,0.1,exclusive,2000,1776.0602,20,30,61.8734
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.1,exclusive,2000,5599.3457,20,10,51.8478
.\test_images\emoji.png,tournament-probabilistic,one-point,single,0.5,additive,2000,747.4775,20,30,63.2080
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.01,additive,2000,939.6337,20,20,84.9644
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.01,exclusive,2000,1687.8423,20,20,84.1504
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.01,exclusive,2000,1324.3427,20,30,85.0990
.\test_images\emoji.png,tournament-probabilistic,one-point,single,0.5,exclusive,2000,1479.7252,20,30,89.1640
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.1,additive,2000,1262.6675,20,20,83.7578
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.1,additive,2000,794.1082,20,30,82.5212
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.01,additive,2000,864.9545,20,30,86.5303
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.5,additive,2000,2225.4514,20,10,69.1626
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.5,exclusive,2000,5480.1167,20,10,61.1795
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.1,exclusive,2000,3767.9766,20,20,79.9682
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.5,additive,2000,2103.9358,20,20,69.9185
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.1,exclusive,2000,3515.1462,20,30,80.7405
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.5,exclusive,2000,7034.1909,20,20,72.9522
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.01,additive,2000,2439.1658,20,10,93.3094
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.01,additive,2000,1944.0515,20,30,95.8721
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.01,exclusive,2000,4190.0879,20,10,95.6185
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.1,additive,2000,1428.0615,20,10,91.9771
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.01,additive,2000,2101.9094,20,20,97.1444
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.01,exclusive,2000,2773.9460,20,20,93.3131
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.5,additive,2000,2138.6299,20,30,129.2168
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.01,exclusive,2000,2507.2773,20,30,93.0186
.\test_images\emoji.png,tournament-probabilistic,one-point,uniform,0.5,exclusive,2000,6058.8105,20,30,98.8134
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.5,exclusive,2000,1606.6332,20,10,67.8748
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.1,exclusive,2000,3104.6433,20,10,72.7374
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.1,additive,2000,1342.3021,20,20,74.2196
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.5,additive,2000,928.5856,20,10,72.4561
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.1,additive,2000,945.9031,20,30,75.2322
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.1,exclusive,2000,1738.1327,20,20,74.7395
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.5,exclusive,2000,1576.4592,20,20,74.6175
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.5,exclusive,2000,1287.8315,20,30,73.8178
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.1,exclusive,2000,1471.3251,20,30,75.4777
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.5,additive,2000,1006.5256,20,20,75.3360
.\test_images\emoji.png,tournament-probabilistic,ring,single,0.5,additive,2000,928.5607,20,30,75.0977
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.01,additive,2000,836.7436,20,20,63.2675
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.01,additive,2000,754.6836,20,10,64.6872
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.01,exclusive,2000,2042.5116,20,10,24.1545
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.1,additive,2000,1470.7516,20,10,46.0047
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.1,exclusive,2000,4003.8984,20,10,46.1051
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.01,exclusive,2000,1902.7242,20,20,67.7679
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.01,additive,2000,631.0583,20,30,71.6881
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.01,additive,2000,2488.5024,20,10,55.6872
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.1,additive,2000,1116.9839,20,20,68.5090
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.01,exclusive,2000,3534.0554,20,10,55.7909
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.1,exclusive,2000,3750.3354,20,20,69.6815
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.5,additive,2000,2158.0691,20,10,60.9746
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.5,exclusive,2000,8621.6797,20,10,61.4150
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.01,exclusive,2000,1359.7823,20,30,73.2273
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.01,additive,2000,2249.4895,20,30,60.7700
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.01,exclusive,2000,2786.2253,20,20,60.7141
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.1,exclusive,2000,3736.9829,20,30,68.8736
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.5,exclusive,2000,5732.7305,20,20,62.5434
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.1,additive,2000,1490.6055,20,10,50.9405
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.5,additive,2000,2004.4391,20,20,65.3506
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.01,exclusive,2000,2660.4641,20,30,61.3839
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.1,additive,2000,1131.3378,20,30,75.2251
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.01,additive,2000,2561.6370,20,20,62.9091
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.5,additive,2000,2156.0400,20,30,71.5045
.\test_images\emoji.png,tournament-probabilistic,ring,uniform,0.5,exclusive,2000,6757.6377,20,30,69.3004
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.1,exclusive,2000,2362.4714,20,10,19.9008
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.1,additive,2000,947.6767,20,30,41.5361
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.1,additive,2000,1391.4222,20,20,41.9807
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.5,exclusive,2000,1706.1290,20,10,45.1382
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.5,additive,2000,1127.3702,20,10,47.8521
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.1,exclusive,2000,1721.3564,20,20,48.9530
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.01,additive,2000,905.4636,20,10,43.6303
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.01,exclusive,2000,2081.8672,20,10,44.4270
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.5,additive,2000,1055.1916,20,20,51.7431
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.1,additive,2000,1504.9796,20,10,46.3352
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.1,exclusive,2000,1590.0348,20,30,53.9164
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.5,exclusive,2000,1500.3804,20,20,51.2737
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.01,additive,2000,658.1053,20,20,51.2489
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.1,exclusive,2000,4618.3936,20,10,44.0017
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.5,additive,2000,1041.5620,20,30,55.7228
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.01,exclusive,2000,1531.4121,20,20,51.4070
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.1,exclusive,2000,3892.5168,20,20,44.9458
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.1,additive,2000,1186.0229,20,20,51.9406
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.5,additive,2000,2283.6165,20,10,39.5596
.\test_images\emoji.png,tournament-probabilistic,uniform,single,0.5,exclusive,2000,1072.1892,20,30,54.2170
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.01,additive,2000,912.6981,20,30,52.7744
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.01,exclusive,2000,1599.5685,20,30,52.5367
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.1,additive,2000,1452.9427,20,30,52.2379
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.5,additive,2000,2185.2319,20,20,41.2795
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.1,exclusive,2000,3650.1301,20,30,42.0813
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.5,exclusive,2000,8208.7539,20,10,14.5905
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.5,exclusive,2000,6797.3477,20,20,25.9219
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.5,additive,2000,2163.5808,20,30,38.4731
.\test_images\emoji.png,tournament-probabilistic,uniform,uniform,0.5,exclusive,2000,6375.6777,20,30,37.8909
.\test_images\flag_argentina.png,elite,one-point,single,0.5,additive,429,467.5219,5,30,10.4188
.\test_images\flag_argentina.png,elite,one-point,single,0.1,exclusive,2000,7456.9219,5,10,12.9105
.\test_images\flag_argentina.png,elite,one-point,single,0.1,additive,2000,1187.6401,5,10,14.3953
.\test_images\flag_argentina.png,elite,one-point,single,0.01,exclusive,2000,5682.6260,5,10,15.1163
.\test_images\flag_argentina.png,elite,one-point,single,0.01,additive,2000,3100.7036,5,10,15.7538
.\test_images\flag_argentina.png,elite,one-point,single,0.5,exclusive,2000,6801.6182,5,10,18.1294
.\test_images\flag_argentina.png,elite,one-point,single,0.1,exclusive,2000,10302.7998,5,20,18.5079
.\test_images\flag_argentina.png,elite,one-point,single,0.5,additive,2000,1183.2112,5,10,18.4735
.\test_images\flag_argentina.png,elite,one-point,single,0.01,additive,2000,1832.2717,5,20,20.5544
.\test_images\flag_argentina.png,elite,one-point,single,0.01,exclusive,2000,5609.8149,5,20,23.3524
.\test_images\flag_argentina.png,elite,one-point,single,0.01,exclusive,2000,6121.2920,5,30,27.1448
.\test_images\flag_argentina.png,elite,one-point,single,0.1,additive,2000,987.4780,5,20,27.1382
.\test_images\flag_argentina.png,elite,one-point,uniform,0.01,additive,1664,484.2681,5,10,13.0775
.\test_images\flag_argentina.png,elite,one-point,single,0.01,additive,2000,1558.6372,5,30,29.4106
.\test_images\flag_argentina.png,elite,one-point,single,0.5,additive,2000,950.9831,5,20,31.5458
.\test_images\flag_argentina.png,elite,one-point,single,0.1,exclusive,2000,6059.5464,5,30,31.7720
.\test_images\flag_argentina.png,elite,one-point,single,0.1,additive,2000,627.1401,5,30,32.6577
.\test_images\flag_argentina.png,elite,one-point,uniform,0.01,exclusive,2000,6419.4854,5,10,15.4324
.\test_images\flag_argentina.png,elite,one-point,single,0.5,exclusive,2000,7697.7104,5,20,22.9862
.\test_images\flag_argentina.png,elite,one-point,uniform,0.01,exclusive,2000,5909.6631,5,20,22.7566
.\test_images\flag_argentina.png,elite,one-point,uniform,0.1,additive,2000,849.6937,5,10,21.8348
.\test_images\flag_argentina.png,elite,one-point,uniform,0.1,exclusive,2000,6855.4194,5,10,16.6714
.\test_images\flag_argentina.png,elite,one-point,single,0.5,exclusive,2000,5825.8452,5,30,34.5406
.\test_images\flag_argentina.png,elite,one-point,uniform,0.01,additive,2000,1235.2853,5,20,33.1117
.\test_images\flag_argentina.png,elite,one-point,uniform,0.01,exclusive,2000,6504.1470,5,30,32.8499
.\test_images\flag_argentina.png,elite,one-point,uniform,0.5,additive,2000,1128.7653,5,10,20.2308
.\test_images\flag_argentina.png,elite,one-point,uniform,0.01,additive,2000,650.4507,5,30,37.7755
.\test_images\flag_argentina.png,elite,ring,single,0.01,additive,2000,3538.5876,5,10,12.0418
.\test_images\flag_argentina.png,elite,one-point,uniform,0.5,exclusive,2000,5510.0151,5,10,25.4037
.\test_images\flag_argentina.png,elite,one-point,uniform,0.1,exclusive,2000,5878.0063,5,20,31.3213
.\test_images\flag_argentina.png,elite,one-point,uniform,0.1,additive,2000,997.6171,5,20,35.9299
.\test_images\flag_argentina.png,elite,ring,single,0.01,additive,2000,2414.8035,5,20,17.8877
.\test_images\flag_argentina.png,elite,ring,single,0.01,exclusive,2000,6990.8486,5,10,16.6500
.\test_images\flag_argentina.png,elite,one-point,uniform,0.5,exclusive,2000,5595.7686,5,20,33.5638
.\test_images\flag_argentina.png,elite,ring,single,0.1,additive,2000,1167.3927,5,10,15.5079
.\test_images\flag_argentina.png,elite,ring,single,0.1,exclusive,2000,7652.7466,5,10,11.2872
.\test_images\flag_argentina.png,elite,ring,single,0.01,exclusive,2000,6314.9448,5,20,19.4112
.\test_images\flag_argentina.png,elite,one-point,uniform,0.1,exclusive,2000,6633.4019,5,30,43.7273
.\test_images\flag_argentina.png,elite,one-point,uniform,0.5,additive,2000,1243.7765,5,20,41.2934
.\test_images\flag_argentina.png,elite,ring,single,0.01,additive,2000,1640.9340,5,30,25.6814
.\test_images\flag_argentina.png,elite,ring,single,0.01,exclusive,2000,5759.4565,5,30,23.5205
.\test_images\flag_argentina.png,elite,ring,single,0.1,additive,2000,1006.8751,5,20,21.0027
.\test_images\flag_argentina.png,elite,one-point,uniform,0.1,additive,2000,545.5472,5,30,49.2331
.\test_images\flag_argentina.png,elite,ring,single,0.1,exclusive,2000,7803.3872,5,20,21.8916
.\test_images\flag_argentina.png,elite,ring,single,0.5,additive,2000,832.4073,5,10,18.5362
.\test_images\flag_argentina.png,elite,ring,single,0.5,exclusive,2000,5620.9243,5,10,13.2265
.\test_images\flag_argentina.png,elite,ring,single,0.5,additive,1303,486.3338,5,20,16.9798
.\test_images\flag_argentina.png,elite,ring,single,0.1,additive,2000,696.1060,5,30,27.6959
.\test_images\flag_argentina.png,elite,ring,uniform,0.01,additive,2000,1124.3328,5,10,14.2020
.\test_images\flag_argentina.png,elite,one-point,uniform,0.5,additive,2000,752.6237,5,30,54.9747
.\test_images\flag_argentina.png,elite,ring,single,0.1,exclusive,2000,6444.7588,5,30,26.8286
.\test_images\flag_argentina.png,elite,ring,uniform,0.1,additive,409,499.6953,5,10,5.4319
.\test_images\flag_argentina.png,elite,one-point,uniform,0.5,exclusive,2000,5486.0239,5,30,50.6200
.\test_images\flag_argentina.png,elite,ring,uniform,0.01,exclusive,2000,6762.8589,5,10,16.0412
.\test_images\flag_argentina.png,elite,ring,uniform,0.01,additive,2000,590.4381,5,20,23.9836
.\test_images\flag_argentina.png,elite,ring,single,0.5,exclusive,2000,6265.6763,5,20,27.2904
.\test_images\flag_argentina.png,elite,ring,uniform,0.1,additive,736,490.1848,5,30,17.1760
.\test_images\flag_argentina.png,elite,ring,uniform,0.01,exclusive,2000,6687.9082,5,20,25.9757
.\test_images\flag_argentina.png,elite,ring,single,0.5,additive,2000,645.0130,5,30,35.2407
.\test_images\flag_argentina.png,elite,ring,uniform,0.1,exclusive,2000,6763.8452,5,10,18.1636
.\test_images\flag_argentina.png,elite,ring,uniform,0.01,additive,2000,642.9096,5,30,31.6214
.\test_images\flag_argentina.png,elite,ring,uniform,0.5,additive,2000,1346.4114,5,10,20.2312
.\test_images\flag_argentina.png,elite,ring,single,0.5,exclusive,2000,6293.3354,5,30,36.6282
.\test_images\flag_argentina.png,elite,ring,uniform,0.5,exclusive,2000,5991.0088,5,10,19.2679
.\test_images\flag_argentina.png,elite,uniform,single,0.01,additive,2000,2598.5781,5,10,11.3933
.\test_images\flag_argentina.png,elite,ring,uniform,0.01,exclusive,2000,7607.0400,5,30,34.3941
.\test_images\flag_argentina.png,elite,ring,uniform,0.1,additive,2000,865.8398,5,20,32.0815
.\test_images\flag_argentina.png,elite,ring,uniform,0.1,exclusive,2000,5102.5356,5,20,29.0085
.\test_images\flag_argentina.png,elite,uniform,single,0.01,exclusive,2000,4668.1504,5,10,16.5584
.\test_images\flag_argentina.png,elite,uniform,single,0.01,additive,2000,2074.1008,5,20,21.7668
.\test_images\flag_argentina.png,elite,uniform,single,0.1,additive,2000,1728.1865,5,10,16.1270
.\test_images\flag_argentina.png,elite,uniform,single,0.01,exclusive,2000,6151.4253,5,20,19.0957
.\test_images\flag_argentina.png,elite,ring,uniform,0.5,additive,2000,1219.3971,5,20,39.2560
.\test_images\flag_argentina.png,elite,ring,uniform,0.1,exclusive,2000,4817.4209,5,30,42.2437
.\test_images\flag_argentina.png,elite,ring,uniform,0.5,exclusive,2000,6019.9707,5,20,32.1817
.\test_images\flag_argentina.png,elite,uniform,single,0.1,exclusive,2000,6436.6538,5,10,15.8844
.\test_images\flag_argentina.png,elite,uniform,single,0.01,exclusive,2000,6017.7529,5,30,25.3325
.\test_images\flag_argentina.png,elite,uniform,single,0.1,additive,2000,1130.8030,5,20,23.0093
.\test_images\flag_argentina.png,elite,uniform,single,0.1,exclusive,2000,6096.6699,5,20,19.0962
.\test_images\flag_argentina.png,elite,uniform,single,0.01,additive,2000,1421.1956,5,30,31.8670
.\test_images\flag_argentina.png,elite,uniform,single,0.5,exclusive,2000,6780.6162,5,10,13.9543
.\test_images\flag_argentina.png,elite,uniform,single,0.5,additive,2000,553.2245,5,10,20.9653
.\test_images\flag_argentina.png,elite,uniform,single,0.1,exclusive,2000,5746.0322,5,30,27.2906
.\test_images\flag_argentina.png,elite,ring,uniform,0.5,additive,2000,1204.2258,5,30,52.5700
.\test_images\flag_argentina.png,elite,uniform,single,0.1,additive,2000,946.3490,5,30,32.8617
.\test_images\flag_argentina.png,elite,uniform,uniform,0.01,additive,2000,783.1133,5,10,17.2257
.\test_images\flag_argentina.png,elite,uniform,uniform,0.01,exclusive,2000,6237.9429,5,10,13.9952
.\test_images\flag_argentina.png,elite,ring,uniform,0.5,exclusive,2000,5743.1440,5,30,52.1232
.\test_images\flag_argentina.png,elite,uniform,single,0.5,additive,2000,525.8410,5,20,30.3383
.\test_images\flag_argentina.png,elite,uniform,single,0.5,exclusive,2000,5987.6538,5,20,27.0002
.\test_images\flag_argentina.png,elite,uniform,uniform,0.01,exclusive,2000,6182.4746,5,20,22.7187
.\test_images\flag_argentina.png,elite,uniform,uniform,0.1,additive,2000,554.5565,5,10,18.4554
.\test_images\flag_argentina.png,elite,uniform,uniform,0.01,additive,2000,564.0126,5,20,29.1153
.\test_images\flag_argentina.png,elite,uniform,uniform,0.1,exclusive,2000,6094.7847,5,10,17.1866
.\test_images\flag_argentina.png,elite,uniform,uniform,0.1,additive,1048,498.3309,5,20,19.4330
.\test_images\flag_argentina.png,elite,uniform,single,0.5,additive,2000,550.5874,5,30,38.7699
.\test_images\flag_argentina.png,elite,uniform,single,0.5,exclusive,2000,6641.3599,5,30,36.9525
.\test_images\flag_argentina.png,elite,uniform,uniform,0.01,additive,2000,732.2211,5,30,34.1457
.\test_images\flag_argentina.png,elite,uniform,uniform,0.5,additive,2000,1215.3328,5,10,20.8190
.\test_images\flag_argentina.png,elite,uniform,uniform,0.01,exclusive,2000,6767.4395,5,30,38.8338
.\test_images\flag_argentina.png,elite,uniform,uniform,0.5,exclusive,2000,6015.8950,5,10,20.2575
.\test_images\flag_argentina.png,roulette,one-point,single,0.01,additive,2000,3398.5686,5,10,16.5616
.\test_images\flag_argentina.png,elite,uniform,uniform,0.1,exclusive,2000,5546.4971,5,20,31.9376
.\test_images\flag_argentina.png,roulette,one-point,single,0.01,additive,2000,3361.0383,5,20,18.1742
.\test_images\flag_argentina.png,roulette,one-point,single,0.01,exclusive,2000,3785.2029,5,10,16.4446
.\test_images\flag_argentina.png,roulette,one-point,single,0.1,additive,2000,1196.1576,5,10,14.8842
.\test_images\flag_argentina.png,roulette,one-point,single,0.01,exclusive,2000,3203.5591,5,20,21.2613
.\test_images\flag_argentina.png,elite,uniform,uniform,0.5,additive,2000,1348.4724,5,20,38.8460
.\test_images\flag_argentina.png,roulette,one-point,single,0.01,additive,2000,2400.9778,5,30,27.0942
.\test_images\flag_argentina.png,elite,uniform,uniform,0.1,exclusive,2000,5778.0464,5,30,45.0110
.\test_images\flag_argentina.png,roulette,one-point,single,0.1,exclusive,2000,955.4901,5,10,15.0794
.\test_images\flag_argentina.png,elite,uniform,uniform,0.5,exclusive,2000,5913.4785,5,20,34.7554
.\test_images\flag_argentina.png,elite,uniform,uniform,0.1,additive,2000,672.7043,5,30,51.7679
.\test_images\flag_argentina.png,roulette,one-point,single,0.01,exclusive,2000,2308.9861,5,30,27.6906
.\test_images\flag_argentina.png,roulette,one-point,single,0.1,additive,2000,604.2139,5,20,22.2117
.\test_images\flag_argentina.png,roulette,one-point,single,0.1,exclusive,2000,1300.0989,5,20,21.2276
.\test_images\flag_argentina.png,roulette,one-point,single,0.5,additive,2000,652.4291,5,10,22.9798
.\test_images\flag_argentina.png,roulette,one-point,single,0.5,exclusive,2000,814.8936,5,10,17.0430
.\test_images\flag_argentina.png,elite,uniform,uniform,0.5,exclusive,2000,5110.2456,5,30,48.6244
.\test_images\flag_argentina.png,roulette,one-point,single,0.1,additive,2000,1161.0164,5,30,32.5268
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.01,additive,2000,1449.1169,5,10,17.2338
.\test_images\flag_argentina.png,roulette,one-point,single,0.5,additive,2000,1881.0475,5,20,26.9797
.\test_images\flag_argentina.png,roulette,one-point,single,0.1,exclusive,2000,1374.3983,5,30,32.0071
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.01,exclusive,2000,839.3780,5,10,16.2107
.\test_images\flag_argentina.png,elite,uniform,uniform,0.5,additive,2000,1335.3480,5,30,61.2629
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.01,additive,2000,913.5144,5,20,24.2194
.\test_images\flag_argentina.png,roulette,one-point,single,0.5,exclusive,2000,1782.0995,5,20,29.7228
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.01,exclusive,1771,495.9946,5,20,24.8815
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.1,additive,2000,723.5768,5,10,19.0840
.\test_images\flag_argentina.png,roulette,one-point,single,0.5,additive,2000,907.7908,5,30,39.9182
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.1,exclusive,2000,2664.6504,5,10,21.8896
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.01,additive,2000,737.1129,5,30,35.8262
.\test_images\flag_argentina.png,roulette,one-point,single,0.5,exclusive,2000,1663.9698,5,30,40.2780
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.01,exclusive,2000,692.0061,5,30,33.5698
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.5,additive,2000,1148.9402,5,10,21.1391
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.5,exclusive,2000,4029.1846,5,10,19.0292
.\test_images\flag_argentina.png,roulette,ring,single,0.01,additive,2000,3492.7234,5,10,19.4004
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.1,additive,2000,826.1259,5,20,37.3108
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.1,exclusive,2000,2790.4275,5,20,34.2906
.\test_images\flag_argentina.png,roulette,ring,single,0.01,exclusive,2000,3295.1965,5,10,13.3177
.\test_images\flag_argentina.png,roulette,ring,single,0.1,additive,2000,1048.0487,5,10,13.1198
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.5,additive,2000,1327.1213,5,20,34.9093
.\test_images\flag_argentina.png,roulette,ring,single,0.01,exclusive,2000,2965.9465,5,20,17.8336
.\test_images\flag_argentina.png,roulette,ring,single,0.01,additive,2000,2872.9702,5,20,24.7312
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.5,exclusive,2000,3991.1353,5,20,36.4035
.\test_images\flag_argentina.png,roulette,ring,single,0.1,exclusive,2000,1515.2749,5,10,12.2763
.\test_images\flag_argentina.png,roulette,ring,single,0.01,additive,2000,2326.5430,5,30,26.4569
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.1,exclusive,2000,2676.2078,5,30,45.4837
.\test_images\flag_argentina.png,roulette,ring,single,0.01,exclusive,2000,1448.1152,5,30,27.0307
.\test_images\flag_argentina.png,roulette,ring,single,0.1,additive,2000,1199.4751,5,20,24.7295
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.1,additive,2000,908.4902,5,30,55.1499
.\test_images\flag_argentina.png,roulette,ring,single,0.5,additive,2000,739.0204,5,10,17.0611
.\test_images\flag_argentina.png,roulette,ring,single,0.1,additive,1673,486.8106,5,30,23.1940
.\test_images\flag_argentina.png,roulette,ring,single,0.1,exclusive,2000,1214.9946,5,20,21.9455
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.5,additive,2000,615.8411,5,30,50.9764
.\test_images\flag_argentina.png,roulette,ring,single,0.5,exclusive,2000,1186.7502,5,10,17.8800
.\test_images\flag_argentina.png,roulette,ring,single,0.1,exclusive,2000,955.0308,5,30,26.5989
.\test_images\flag_argentina.png,roulette,ring,uniform,0.01,additive,2000,783.4356,5,10,15.7365
.\test_images\flag_argentina.png,roulette,ring,single,0.5,additive,2000,1085.8455,5,20,25.8189
.\test_images\flag_argentina.png,roulette,one-point,uniform,0.5,exclusive,2000,5060.8838,5,30,52.5308
.\test_images\flag_argentina.png,roulette,ring,uniform,0.01,exclusive,2000,1303.6803,5,10,17.7298
.\test_images\flag_argentina.png,roulette,ring,uniform,0.01,additive,2000,729.8782,5,20,23.9908
.\test_images\flag_argentina.png,roulette,ring,single,0.5,additive,2000,840.4683,5,30,34.7105
.\test_images\flag_argentina.png,roulette,ring,uniform,0.1,additive,2000,627.1396,5,10,20.5319
.\test_images\flag_argentina.png,roulette,ring,single,0.5,exclusive,2000,1252.8063,5,20,31.0731
.\test_images\flag_argentina.png,roulette,ring,uniform,0.01,exclusive,2000,1036.9122,5,20,24.2942
.\test_images\flag_argentina.png,roulette,ring,single,0.5,exclusive,2000,1065.9814,5,30,36.1196
.\test_images\flag_argentina.png,roulette,ring,uniform,0.1,exclusive,2000,3273.0530,5,10,21.8404
.\test_images\flag_argentina.png,roulette,ring,uniform,0.5,additive,2000,1089.6774,5,10,20.3408
