target,selection,crossbreed,mutation,prob,survival,generations,MSE,triangles,population_size,time
.\test_images\emoji.png,boltzmann,one-point,uniform,0.1,additive,2000,1611.4806,10,30,46.6111
.\test_images\emoji.png,boltzmann,one-point,uniform,0.1,exclusive,2000,1515.4377,10,20,39.8682
.\test_images\emoji.png,boltzmann,one-point,uniform,0.1,exclusive,2000,1303.7385,10,30,43.5831
.\test_images\emoji.png,boltzmann,one-point,uniform,0.5,exclusive,2000,3699.6223,10,10,59.6490
.\test_images\emoji.png,boltzmann,ring,single,0.1,exclusive,2000,2157.7354,10,10,48.9460
.\test_images\emoji.png,boltzmann,ring,single,0.01,exclusive,2000,3158.0684,10,20,54.2579
.\test_images\emoji.png,boltzmann,ring,single,0.01,additive,2000,3460.3179,10,10,55.8510
.\test_images\emoji.png,boltzmann,ring,single,0.01,exclusive,2000,3610.2756,10,10,55.4796
.\test_images\emoji.png,boltzmann,ring,single,0.01,additive,2000,2916.5146,10,20,56.5459
.\test_images\emoji.png,boltzmann,ring,single,0.1,additive,2000,1609.8685,10,20,55.3496
.\test_images\emoji.png,boltzmann,ring,single,0.01,additive,2000,2208.7263,10,30,56.0044
.\test_images\emoji.png,boltzmann,ring,single,0.01,exclusive,2000,2130.6221,10,30,56.8911
.\test_images\emoji.png,boltzmann,ring,single,0.1,additive,2000,2023.4424,10,10,56.6682
.\test_images\emoji.png,boltzmann,one-point,uniform,0.5,additive,2000,2135.5063,10,20,67.7815
.\test_images\emoji.png,boltzmann,one-point,uniform,0.5,exclusive,2000,3205.3418,10,20,63.2806
.\test_images\emoji.png,boltzmann,ring,single,0.1,additive,2000,1599.7539,10,30,52.6481
.\test_images\emoji.png,boltzmann,one-point,uniform,0.5,additive,2000,2152.8232,10,30,71.5405
.\test_images\emoji.png,boltzmann,one-point,uniform,0.5,exclusive,2000,2952.9460,10,30,69.2055
.\test_images\emoji.png,boltzmann,ring,single,0.5,additive,2000,1178.1056,10,10,49.2036
.\test_images\emoji.png,boltzmann,ring,single,0.1,exclusive,2000,1920.4749,10,20,50.4328
.\test_images\emoji.png,boltzmann,ring,single,0.1,exclusive,2000,1782.7775,10,30,51.6360
.\test_images\emoji.png,boltzmann,ring,single,0.5,additive,2000,1583.8674,10,30,48.1001
.\test_images\emoji.png,boltzmann,ring,single,0.5,additive,2000,1308.6169,10,20,51.0278
.\test_images\emoji.png,boltzmann,ring,single,0.5,exclusive,2000,1701.4193,10,10,48.7114
.\test_images\emoji.png,boltzmann,ring,single,0.5,exclusive,2000,1494.4014,10,20,43.0563
.\test_images\emoji.png,boltzmann,ring,uniform,0.01,additive,2000,1593.6854,10,10,25.7514
.\test_images\emoji.png,boltzmann,ring,uniform,0.01,exclusive,2000,1417.4238,10,10,25.6387
.\test_images\emoji.png,boltzmann,ring,single,0.5,exclusive,2000,1528.2604,10,30,30.5549
.\test_images\emoji.png,boltzmann,ring,uniform,0.01,additive,2000,1278.3466,10,20,28.5154
.\test_images\emoji.png,boltzmann,ring,uniform,0.1,exclusive,2000,1877.6254,10,10,25.5585
.\test_images\emoji.png,boltzmann,ring,uniform,0.1,additive,2000,1697.6173,10,10,26.6743
.\test_images\emoji.png,boltzmann,ring,uniform,0.01,exclusive,2000,1438.0876,10,20,29.7630
.\test_images\emoji.png,boltzmann,ring,uniform,0.01,exclusive,2000,1483.6228,10,30,39.7782
.\test_images\emoji.png,boltzmann,ring,uniform,0.01,additive,2000,1029.3434,10,30,40.7787
.\test_images\emoji.png,boltzmann,ring,uniform,0.1,additive,2000,1581.0251,10,20,38.8691
.\test_images\emoji.png,boltzmann,ring,uniform,0.1,exclusive,2000,1542.8771,10,20,39.2788
.\test_images\emoji.png,boltzmann,uniform,single,0.01,additive,2000,4061.9839,10,10,28.2264
.\test_images\emoji.png,boltzmann,ring,uniform,0.5,exclusive,2000,4042.5198,10,10,31.6410
.\test_images\emoji.png,boltzmann,ring,uniform,0.5,additive,2000,2232.7068,10,10,34.7426
.\test_images\emoji.png,boltzmann,uniform,single,0.01,additive,2000,2642.1375,10,20,31.4601
.\test_images\emoji.png,boltzmann,ring,uniform,0.1,additive,2000,1502.8563,10,30,43.3615
.\test_images\emoji.png,boltzmann,ring,uniform,0.1,exclusive,2000,1406.9966,10,30,44.0648
.\test_images\emoji.png,boltzmann,uniform,single,0.01,additive,2000,2276.5061,10,30,34.1750
.\test_images\emoji.png,boltzmann,ring,uniform,0.5,additive,2000,2036.2125,10,20,39.6406
.\test_images\emoji.png,boltzmann,uniform,single,0.01,exclusive,2000,4035.7742,10,10,25.9677
.\test_images\emoji.png,boltzmann,ring,uniform,0.5,exclusive,2000,3050.2512,10,20,39.1087
.\test_images\emoji.png,boltzmann,uniform,single,0.01,exclusive,2000,2320.9207,10,30,26.5363
.\test_images\emoji.png,boltzmann,uniform,single,0.1,additive,2000,1254.7239,10,30,26.5760
.\test_images\emoji.png,boltzmann,uniform,single,0.1,additive,2000,1532.3064,10,20,26.7562
.\test_images\emoji.png,boltzmann,uniform,single,0.01,exclusive,2000,3183.2803,10,20,28.5044
.\test_images\emoji.png,boltzmann,uniform,single,0.1,exclusive,2000,2073.1516,10,10,24.4788
.\test_images\emoji.png,boltzmann,ring,uniform,0.5,additive,2000,2138.1938,10,30,45.9889
.\test_images\emoji.png,boltzmann,ring,uniform,0.5,exclusive,2000,3120.5632,10,30,42.9549
.\test_images\emoji.png,boltzmann,uniform,single,0.1,additive,2000,1728.4016,10,10,28.8781
.\test_images\emoji.png,boltzmann,uniform,single,0.5,additive,2000,1637.4430,10,10,33.2805
.\test_images\emoji.png,boltzmann,uniform,single,0.5,exclusive,2000,1679.1628,10,10,33.5770
.\test_images\emoji.png,boltzmann,uniform,single,0.1,exclusive,2000,1639.4062,10,20,36.7074
.\test_images\emoji.png,boltzmann,uniform,single,0.5,additive,2000,1517.7477,10,20,37.2694
.\test_images\emoji.png,boltzmann,uniform,uniform,0.01,additive,2000,1268.9813,10,10,34.4634
.\test_images\emoji.png,boltzmann,uniform,single,0.1,exclusive,2000,1510.4933,10,30,40.1507
.\test_images\emoji.png,boltzmann,uniform,single,0.5,exclusive,2000,1262.4409,10,20,38.5157
.\test_images\emoji.png,boltzmann,uniform,uniform,0.01,exclusive,2000,1594.2523,10,10,34.3485
.\test_images\emoji.png,boltzmann,uniform,single,0.5,additive,2000,1400.8907,10,30,41.6322
.\test_images\emoji.png,boltzmann,uniform,uniform,0.01,additive,2000,1534.3682,10,20,37.0818
.\test_images\emoji.png,boltzmann,uniform,uniform,0.01,additive,2000,1491.2358,10,30,49.2926
.\test_images\emoji.png,boltzmann,uniform,uniform,0.5,additive,2000,2385.0117,10,10,41.4530
.\test_images\emoji.png,boltzmann,uniform,uniform,0.1,additive,2000,1474.1498,10,20,42.8518
.\test_images\emoji.png,boltzmann,uniform,uniform,0.01,exclusive,2000,1514.9114,10,20,47.1632
.\test_images\emoji.png,boltzmann,uniform,uniform,0.1,additive,2000,1709.1108,10,10,44.4210
.\test_images\emoji.png,boltzmann,uniform,uniform,0.1,exclusive,2000,1759.9497,10,10,43.3066
.\test_images\emoji.png,boltzmann,uniform,single,0.5,exclusive,2000,1689.6104,10,30,52.8026
.\test_images\emoji.png,boltzmann,uniform,uniform,0.1,exclusive,2000,1511.0553,10,20,43.0494
.\test_images\emoji.png,boltzmann,uniform,uniform,0.01,exclusive,2000,1399.4727,10,30,48.0055
.\test_images\emoji.png,boltzmann,uniform,uniform,0.5,additive,2000,2163.9419,10,20,42.3833
.\test_images\emoji.png,boltzmann,uniform,uniform,0.1,additive,2000,1237.5647,10,30,48.2971
.\test_images\emoji.png,boltzmann,uniform,uniform,0.1,exclusive,2000,1462.9454,10,30,47.7442
.\test_images\emoji.png,ranking,one-point,single,0.01,exclusive,2000,2223.8445,10,20,26.5711
.\test_images\emoji.png,ranking,one-point,single,0.01,exclusive,2000,3518.8203,10,10,28.1126
.\test_images\emoji.png,boltzmann,uniform,uniform,0.5,exclusive,2000,3253.7275,10,20,33.2599
.\test_images\emoji.png,ranking,one-point,single,0.01,additive,2000,3532.4058,10,10,31.9610
.\test_images\emoji.png,ranking,one-point,single,0.01,additive,2000,2210.6465,10,20,31.2176
.\test_images\emoji.png,boltzmann,uniform,uniform,0.5,exclusive,2000,3521.5642,10,10,36.6504
.\test_images\emoji.png,ranking,one-point,single,0.01,additive,2000,2184.1667,10,30,31.2492
.\test_images\emoji.png,boltzmann,uniform,uniform,0.5,additive,2000,2176.2852,10,30,39.6487
.\test_images\emoji.png,ranking,one-point,single,0.01,exclusive,2000,2648.8438,10,30,30.4470
.\test_images\emoji.png,ranking,one-point,single,0.1,additive,2000,1750.3440,10,10,27.5949
.\test_images\emoji.png,boltzmann,uniform,uniform,0.5,exclusive,2000,2941.9878,10,30,46.1036
.\test_images\emoji.png,ranking,one-point,single,0.1,exclusive,2000,1932.6920,10,10,27.1277
.\test_images\emoji.png,ranking,one-point,single,0.5,additive,2000,1328.2263,10,10,28.4294
.\test_images\emoji.png,ranking,one-point,single,0.5,exclusive,2000,1367.7655,10,10,27.9277
.\test_images\emoji.png,ranking,one-point,single,0.1,additive,2000,1642.7566,10,20,30.8798
.\test_images\emoji.png,ranking,one-point,single,0.1,exclusive,2000,1559.9507,10,20,31.3646
.\test_images\emoji.png,ranking,one-point,single,0.5,additive,2000,1434.4301,10,20,31.4411
.\test_images\emoji.png,ranking,one-point,single,0.1,additive,2000,1569.5493,10,30,33.2546
.\test_images\emoji.png,ranking,one-point,single,0.1,exclusive,2000,1577.0673,10,30,39.7994
.\test_images\emoji.png,ranking,one-point,single,0.5,exclusive,2000,1544.8459,10,20,35.2657
.\test_images\emoji.png,ranking,one-point,single,0.5,additive,2000,1490.9510,10,30,40.1347
.\test_images\emoji.png,ranking,one-point,single,0.5,exclusive,2000,1584.2889,10,30,35.4987
.\test_images\emoji.png,ranking,one-point,uniform,0.1,additive,2000,1542.3820,10,10,28.0173
.\test_images\emoji.png,ranking,one-point,uniform,0.01,additive,2000,1487.1393,10,10,30.8490
.\test_images\emoji.png,ranking,one-point,uniform,0.01,exclusive,2000,1707.1155,10,10,29.4017
.\test_images\emoji.png,ranking,one-point,uniform,0.01,additive,2000,1580.5084,10,20,32.9564
.\test_images\emoji.png,ranking,one-point,uniform,0.01,exclusive,2000,1523.7827,10,20,32.9479
.\test_images\emoji.png,ranking,one-point,uniform,0.01,additive,2000,1154.5496,10,30,38.8086
.\test_images\emoji.png,ranking,one-point,uniform,0.1,additive,2000,1577.5408,10,20,36.0060
.\test_images\emoji.png,ranking,one-point,uniform,0.01,exclusive,2000,1484.2236,10,30,39.9970
.\test_images\emoji.png,ranking,one-point,uniform,0.1,exclusive,2000,3461.0461,10,10,29.6613
.\test_images\emoji.png,ranking,one-point,uniform,0.5,additive,2000,2303.6135,10,10,27.8821
.\test_images\emoji.png,ranking,one-point,uniform,0.1,additive,2000,1661.1538,10,30,40.9853
.\test_images\emoji.png,ranking,one-point,uniform,0.1,exclusive,2000,3078.3406,10,20,39.1601
.\test_images\emoji.png,ranking,one-point,uniform,0.5,exclusive,2000,7327.9653,10,10,35.1276
.\test_images\emoji.png,ranking,ring,single,0.01,additive,2000,3849.7534,10,10,28.6005
.\test_images\emoji.png,ranking,ring,single,0.01,exclusive,2000,3608.3542,10,10,28.3377
.\test_images\emoji.png,ranking,ring,single,0.01,additive,2000,2470.7078,10,20,29.6952
.\test_images\emoji.png,ranking,ring,single,0.1,additive,2000,1940.7620,10,10,26.7952
.\test_images\emoji.png,ranking,one-point,uniform,0.5,additive,2000,2156.0913,10,20,40.8860
.\test_images\emoji.png,ranking,one-point,uniform,0.5,exclusive,2000,5124.1323,10,20,39.9947
.\test_images\emoji.png,ranking,one-point,uniform,0.1,exclusive,2000,2844.0945,10,30,44.6280
.\test_images\emoji.png,ranking,ring,single,0.01,exclusive,2000,3544.5386,10,20,29.9598
.\test_images\emoji.png,ranking,ring,single,0.01,additive,2000,2230.6189,10,30,31.5690
.\test_images\emoji.png,ranking,ring,single,0.01,exclusive,2000,2345.4919,10,30,39.8804
.\test_images\emoji.png,ranking,ring,single,0.1,additive,2000,1655.1475,10,20,37.8092
.\test_images\emoji.png,ranking,ring,single,0.1,additive,2000,1592.1781,10,30,37.7340
.\test_images\emoji.png,ranking,one-point,uniform,0.5,exclusive,2000,4667.6904,10,30,52.5599
.\test_images\emoji.png,ranking,ring,single,0.1,exclusive,2000,2109.6240,10,10,34.0916
.\test_images\emoji.png,ranking,ring,single,0.1,exclusive,2000,1667.3984,10,20,34.2451
.\test_images\emoji.png,ranking,ring,single,0.5,additive,2000,1372.3365,10,10,29.6835
.\test_images\emoji.png,ranking,ring,single,0.5,additive,2000,1318.5270,10,20,29.4871
.\test_images\emoji.png,ranking,ring,single,0.1,exclusive,2000,1559.3762,10,30,32.0393
.\test_images\emoji.png,ranking,one-point,uniform,0.5,additive,2000,2029.6224,10,30,63.1445
.\test_images\emoji.png,ranking,ring,single,0.5,additive,2000,1128.6902,10,30,45.8838
.\test_images\emoji.png,ranking,ring,single,0.5,exclusive,2000,1506.7109,10,10,39.3896
.\test_images\emoji.png,ranking,ring,uniform,0.01,additive,2000,1218.9098,10,20,38.3778
.\test_images\emoji.png,ranking,ring,single,0.5,exclusive,2000,1478.7919,10,20,42.9917
.\test_images\emoji.png,ranking,ring,uniform,0.01,additive,2000,1224.1456,10,10,40.4521
.\test_images\emoji.png,ranking,ring,uniform,0.01,exclusive,2000,1636.3783,10,20,38.3150
.\test_images\emoji.png,ranking,ring,uniform,0.01,exclusive,2000,1650.4990,10,10,39.4916
.\test_images\emoji.png,ranking,ring,uniform,0.1,additive,2000,1231.4812,10,10,37.6967
.\test_images\emoji.png,ranking,ring,single,0.5,exclusive,2000,1353.6387,10,30,41.9081
.\test_images\emoji.png,ranking,ring,uniform,0.1,additive,2000,1598.7416,10,20,58.3830
.\test_images\emoji.png,ranking,ring,uniform,0.01,additive,2000,1593.0695,10,30,61.5056
.\test_images\emoji.png,ranking,ring,uniform,0.5,additive,2000,2251.9500,10,10,45.7281
.\test_images\emoji.png,ranking,ring,uniform,0.01,exclusive,2000,1593.0662,10,30,65.4508
.\test_images\emoji.png,ranking,ring,uniform,0.5,exclusive,2000,7279.0767,10,10,51.7445
.\test_images\emoji.png,ranking,ring,uniform,0.1,exclusive,2000,3400.0149,10,10,54.2075
.\test_images\emoji.png,ranking,ring,uniform,0.1,exclusive,2000,2990.2922,10,20,53.3434
.\test_images\emoji.png,ranking,ring,uniform,0.1,additive,2000,1386.5490,10,30,55.7294
.\test_images\emoji.png,ranking,ring,uniform,0.5,additive,2000,2209.5684,10,20,53.4673
.\test_images\emoji.png,ranking,ring,uniform,0.5,exclusive,2000,4683.3623,10,20,53.0703
.\test_images\emoji.png,ranking,ring,uniform,0.1,exclusive,2000,2792.5183,10,30,55.1407
.\test_images\emoji.png,ranking,ring,uniform,0.5,additive,2000,2143.0205,10,30,58.9319
.\test_images\emoji.png,ranking,uniform,single,0.01,additive,2000,4051.6619,10,10,42.1267
.\test_images\emoji.png,ranking,uniform,single,0.01,additive,2000,2571.5745,10,20,43.8088
.\test_images\emoji.png,ranking,uniform,single,0.01,exclusive,2000,3559.4480,10,20,39.2902
.\test_images\emoji.png,ranking,uniform,single,0.01,exclusive,2000,2898.0977,10,30,39.3192
.\test_images\emoji.png,ranking,uniform,single,0.1,additive,2000,1737.8444,10,10,39.2201
.\test_images\emoji.png,ranking,ring,uniform,0.5,exclusive,2000,5498.2104,10,30,56.0383
.\test_images\emoji.png,ranking,uniform,single,0.1,additive,2000,1219.3932,10,20,39.3185
.\test_images\emoji.png,ranking,uniform,single,0.01,additive,2000,2333.9670,10,30,41.0656
.\test_images\emoji.png,ranking,uniform,single,0.01,exclusive,2000,4595.5654,10,10,40.3247
.\test_images\emoji.png,ranking,uniform,single,0.1,additive,2000,1247.5458,10,30,39.7443
.\test_images\emoji.png,ranking,uniform,single,0.1,exclusive,2000,2013.5981,10,10,24.6878
.\test_images\emoji.png,ranking,uniform,single,0.1,exclusive,2000,1777.7128,10,20,33.4517
.\test_images\emoji.png,ranking,uniform,single,0.5,additive,2000,1540.4275,10,10,31.1187
.\test_images\emoji.png,ranking,uniform,single,0.1,exclusive,2000,1813.3318,10,30,36.5032
.\test_images\emoji.png,ranking,uniform,single,0.5,exclusive,2000,1715.6454,10,10,31.3131
.\test_images\emoji.png,ranking,uniform,uniform,0.01,additive,2000,1559.8020,10,10,30.8660
.\test_images\emoji.png,ranking,uniform,single,0.5,additive,2000,1455.0488,10,20,40.8273
.\test_images\emoji.png,ranking,uniform,single,0.5,exclusive,2000,1254.7540,10,20,40.3610
.\test_images\emoji.png,ranking,uniform,single,0.5,additive,2000,1549.0825,10,30,42.8364
.\test_images\emoji.png,ranking,uniform,uniform,0.01,exclusive,2000,1688.3040,10,10,35.6389
.\test_images\emoji.png,ranking,uniform,uniform,0.01,additive,2000,1458.5245,10,20,40.7863
.\test_images\emoji.png,ranking,uniform,uniform,0.1,exclusive,2000,3626.4229,10,10,32.3620
.\test_images\emoji.png,ranking,uniform,uniform,0.1,additive,2000,1594.8781,10,10,32.6906
.\test_images\emoji.png,ranking,uniform,single,0.5,exclusive,2000,1550.3306,10,30,42.5444
.\test_images\emoji.png,ranking,uniform,uniform,0.1,additive,2000,1191.0012,10,20,33.4207
.\test_images\emoji.png,ranking,uniform,uniform,0.01,additive,2000,1229.6566,10,30,37.7718
.\test_images\emoji.png,ranking,uniform,uniform,0.5,additive,2000,2338.5591,10,10,32.4195
.\test_images\emoji.png,ranking,uniform,uniform,0.01,exclusive,2000,1519.9937,10,20,35.5234
.\test_images\emoji.png,ranking,uniform,uniform,0.1,exclusive,2000,2664.8142,10,20,36.2379
.\test_images\emoji.png,ranking,uniform,uniform,0.01,exclusive,2000,1349.9858,10,30,37.8243
.\test_images\emoji.png,ranking,uniform,uniform,0.1,additive,2000,1429.8010,10,30,48.8473
.\test_images\emoji.png,ranking,uniform,uniform,0.5,exclusive,2000,6137.8716,10,10,31.4110
.\test_images\emoji.png,ranking,uniform,uniform,0.1,exclusive,2000,2734.0513,10,30,50.2603
.\test_images\emoji.png,ranking,uniform,uniform,0.5,additive,2000,2229.2532,10,20,43.8253
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.01,additive,2000,3120.5366,10,10,29.4935
.\test_images\emoji.png,ranking,uniform,uniform,0.5,exclusive,2000,5292.8447,10,20,38.5650
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.01,additive,2000,2236.4702,10,20,44.3961
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.01,exclusive,2000,3557.3052,10,20,42.8159
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.01,exclusive,2000,2615.7771,10,30,42.2753
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.1,exclusive,2000,1687.6007,10,30,40.5941
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.1,additive,2000,1761.8220,10,10,42.2450
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.1,exclusive,2000,1561.4668,10,20,41.4744
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.1,additive,2000,1526.4248,10,30,42.9960
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.01,exclusive,2000,2764.9636,10,10,44.2438
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.01,additive,2000,2268.9236,10,30,46.3173
.\test_images\emoji.png,ranking,uniform,uniform,0.5,exclusive,2000,5222.2559,10,30,55.2069
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.1,additive,2000,1548.7473,10,20,43.5016
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.1,exclusive,2000,1856.3700,10,10,42.8202
.\test_images\emoji.png,ranking,uniform,uniform,0.5,additive,2000,2202.3381,10,30,60.5196
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.5,additive,2000,1632.3594,10,10,40.9442
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.5,additive,2000,1495.2860,10,20,39.7207
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.5,exclusive,2000,1514.2982,10,10,32.1531
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.01,additive,2000,1315.2748,10,10,37.0453
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.5,additive,2000,1462.2225,10,30,51.2662
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.5,exclusive,2000,1389.2477,10,30,42.0664
.\test_images\emoji.png,tournament-deterministic,one-point,single,0.5,exclusive,2000,1298.2748,10,20,48.8469
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.01,additive,2000,1310.4475,10,20,48.4353
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.01,additive,2000,1107.8947,10,30,43.6073
.\test_images\emoji.png,tournament-deterministic,ring,single,0.01,additive,2000,2990.6504,10,10,23.6889
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.01,exclusive,2000,1181.3719,10,20,30.5809
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.1,additive,2000,1514.0114,10,10,30.5061
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.01,exclusive,2000,1698.4331,10,10,31.2956
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.1,exclusive,2000,2575.3882,10,10,29.7206
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.5,exclusive,2000,6517.0747,10,10,28.9786
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.5,additive,2000,2253.2458,10,10,29.3378
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.1,additive,2000,1375.3875,10,20,31.7362
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.01,exclusive,2000,1214.2672,10,30,34.3221
.\test_images\emoji.png,tournament-deterministic,ring,single,0.01,additive,2000,2222.0291,10,20,21.5379
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.1,exclusive,2000,2504.1653,10,20,34.6911
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.5,exclusive,2000,4910.2393,10,20,35.7247
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.1,additive,2000,1510.8529,10,30,36.8454
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.5,additive,2000,2089.5500,10,20,36.1829
.\test_images\emoji.png,tournament-deterministic,ring,single,0.01,exclusive,2000,2903.6648,10,10,19.3804
.\test_images\emoji.png,tournament-deterministic,ring,single,0.01,additive,2000,2357.3391,10,30,23.7305
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.1,exclusive,2000,2281.8037,10,30,38.1808
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.5,exclusive,2000,3804.3035,10,30,49.2708
.\test_images\emoji.png,tournament-deterministic,one-point,uniform,0.5,additive,2000,2080.2900,10,30,49.6610
.\test_images\emoji.png,tournament-deterministic,ring,single,0.1,additive,2000,1828.8999,10,10,31.8184
.\test_images\emoji.png,tournament-deterministic,ring,single,0.01,exclusive,2000,2158.1711,10,20,77.2669
.\test_images\emoji.png,tournament-deterministic,ring,single,0.01,exclusive,2000,2108.8804,10,30,78.0114
.\test_images\emoji.png,tournament-deterministic,ring,single,0.1,exclusive,2000,1948.6718,10,10,73.1141
.\test_images\emoji.png,tournament-deterministic,ring,single,0.5,additive,2000,1395.7079,10,10,74.0931
.\test_images\emoji.png,tournament-deterministic,ring,single,0.1,additive,2000,1570.3997,10,20,76.5587
.\test_images\emoji.png,tournament-deterministic,ring,single,0.5,exclusive,2000,1463.1742,10,10,73.1696
.\test_images\emoji.png,tournament-deterministic,ring,single,0.1,exclusive,2000,1313.6499,10,30,77.1938
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.01,exclusive,2000,1551.0336,10,10,70.2065
.\test_images\emoji.png,tournament-deterministic,ring,single,0.1,additive,2000,1528.1990,10,30,77.9601
.\test_images\emoji.png,tournament-deterministic,ring,single,0.1,exclusive,2000,1623.0692,10,20,77.8435
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.01,additive,2000,1010.9561,10,10,71.0201
.\test_images\emoji.png,tournament-deterministic,ring,single,0.5,exclusive,2000,1473.2256,10,20,73.4751
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.01,exclusive,2000,1321.8669,10,20,70.8095
.\test_images\emoji.png,tournament-deterministic,ring,single,0.5,additive,2000,1318.3339,10,30,77.7442
.\test_images\emoji.png,tournament-deterministic,ring,single,0.5,additive,2000,1588.4949,10,20,79.0155
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.01,additive,2000,1614.6470,10,20,72.4437
.\test_images\emoji.png,tournament-deterministic,ring,single,0.5,exclusive,2000,1648.5737,10,30,74.6660
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.01,exclusive,2000,1464.9080,10,30,76.1789
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.1,additive,2000,1444.4791,10,10,65.3565
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.01,additive,2000,1400.4554,10,30,78.8325
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.1,additive,2000,1617.8983,10,20,67.3226
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.1,additive,2000,1599.6025,10,30,62.6630
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.1,exclusive,2000,2576.5798,10,10,24.4239
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.01,additive,2000,4514.9150,10,10,21.4567
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.01,exclusive,2000,3908.3130,10,10,21.4030
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.5,additive,2000,2192.9968,10,10,25.9431
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.1,exclusive,2000,2512.0603,10,20,29.3300
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.1,additive,2000,1615.2980,10,10,22.3324
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.5,exclusive,2000,6362.4409,10,10,25.2629
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.01,additive,2000,2869.5066,10,20,24.6477
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.01,exclusive,2000,3451.4250,10,20,23.9422
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.1,exclusive,2000,1870.7239,10,10,17.8166
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.1,additive,2000,1590.3031,10,20,27.4217
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.01,additive,2000,2438.2075,10,30,29.8813
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.01,exclusive,2000,2360.2026,10,30,30.2121
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.1,exclusive,2000,2500.9050,10,30,37.5448
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.5,additive,2000,2141.4521,10,20,34.4043
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.5,exclusive,2000,5425.1162,10,20,33.3546
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.1,exclusive,2000,1528.5939,10,20,27.0392
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.5,additive,2000,1151.8011,10,10,27.8065
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.1,additive,2000,1427.1234,10,30,39.2583
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.1,exclusive,2000,1355.5757,10,30,45.5722
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.5,additive,2000,2160.5732,10,30,59.6874
.\test_images\emoji.png,tournament-deterministic,ring,uniform,0.5,exclusive,2000,4205.4263,10,30,59.0076
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.5,exclusive,2000,1441.1188,10,10,39.3631
.\test_images\emoji.png,tournament-deterministic,uniform,single,0.5,additive,2000,1528.8682,10,20,43.6756
